"geoid","name","state","county","total_energy_burden","electricity_burden","gas_burden","other_burden","total_energy_cost","electricity_cost","gas_cost","other_cost","total_households","income","black","amerind","asian","hawaiian_pi","hispanic","white","multiracial","other_race","no_high_school","high_school","some_college","bachelor"
51153901415,"Census Tract 9014.15, Prince William County","Virginia","Prince William County",1,1,1,0,2712,1656,1031,25,1367,195193,8,0,8,0,3,67,10,4,2,1,38,59
51153901416,"Census Tract 9014.16, Prince William County","Virginia","Prince William County",2,1,1,0,3012,1890,1110,12,1385,200304,11,1,9,0,4,63,8,4,1,5,28,66
51153901417,"Census Tract 9014.17, Prince William County","Virginia","Prince William County",2,1,0,0,3215,2051,716,448,1029,180799,7,0,3,0,2,72,10,5,7,25,13,55
51153901418,"Census Tract 9014.18, Prince William County","Virginia","Prince William County",2,1,0,0,1843,1374,468,1,1616,119216,36,0,1,0,23,17,19,6,13,8,31,48
51153901419,"Census Tract 9014.19, Prince William County","Virginia","Prince William County",2,2,1,0,1790,1359,424,7,1349,82706,20,0,7,0,36,13,11,12,24,31,13,32
51153901420,"Census Tract 9014.20, Prince William County","Virginia","Prince William County",1,1,1,0,2990,1872,1104,14,1099,213071,18,0,10,0,13,56,3,0,6,13,22,60
51153901421,"Census Tract 9014.21, Prince William County","Virginia","Prince William County",1,1,1,0,3149,1958,1182,9,1367,225526,11,0,8,0,17,58,4,1,1,10,24,65
51153901503,"Census Tract 9015.03, Prince William County","Virginia","Prince William County",2,1,1,0,4084,2260,1311,513,1860,224243,3,0,6,0,4,77,9,0,2,14,27,57
51153901504,"Census Tract 9015.04, Prince William County","Virginia","Prince William County",2,1,1,0,2452,1537,904,11,2560,132990,14,0,8,0,1,72,2,3,0,16,26,58
51153901505,"Census Tract 9015.05, Prince William County","Virginia","Prince William County",1,1,1,0,3115,1913,1154,48,2179,227626,4,0,17,0,3,66,6,3,7,5,16,72
51153901506,"Census Tract 9015.06, Prince William County","Virginia","Prince William County",2,1,1,0,2695,1724,964,7,1811,178740,23,0,16,0,2,39,18,2,3,15,24,58
51153901507,"Census Tract 9015.07, Prince William County","Virginia","Prince William County",1,1,0,0,2573,1642,881,50,911,176267,10,0,9,0,10,52,11,8,4,13,31,53
51153901508,"Census Tract 9015.08, Prince William County","Virginia","Prince William County",2,1,1,0,2728,1713,943,72,1802,170517,15,0,23,0,2,45,12,3,5,15,31,50
51153901509,"Census Tract 9015.09, Prince William County","Virginia","Prince William County",2,1,0,0,3828,2093,1132,603,2350,226497,9,0,6,0,8,64,10,3,2,11,15,72
51153901510,"Census Tract 9015.10, Prince William County","Virginia","Prince William County",1,1,0,0,2755,1734,1012,9,2089,208272,8,0,11,0,3,65,12,0,1,7,23,69
51153901511,"Census Tract 9015.11, Prince William County","Virginia","Prince William County",1,1,1,0,2819,1703,1046,70,1699,191370,4,0,7,0,4,81,4,0,1,6,23,71
51153901601,"Census Tract 9016.01, Prince William County","Virginia","Prince William County",2,2,1,0,2709,1913,779,17,1052,111482,2,0,9,0,32,21,18,18,23,36,26,16
51153901602,"Census Tract 9016.02, Prince William County","Virginia","Prince William County",2,1,1,0,2275,1629,637,9,2617,121184,14,0,5,0,24,31,20,6,14,18,29,39
51153901702,"Census Tract 9017.02, Prince William County","Virginia","Prince William County",2,2,1,0,2505,1850,623,32,1243,110306,2,2,3,0,26,26,23,19,33,32,27,8
51153901703,"Census Tract 9017.03, Prince William County","Virginia","Prince William County",2,1,1,0,2593,1647,734,212,672,145372,5,0,8,0,19,32,8,28,35,14,24,28
51153901704,"Census Tract 9017.04, Prince William County","Virginia","Prince William County",2,2,1,0,2179,1626,546,7,1937,99444,7,0,16,0,50,11,1,15,15,34,27,24
51153901900,"Census Tract 9019, Prince William County","Virginia","Prince William County",2,1,0,0,1982,1477,483,22,2317,127315,14,0,11,0,34,22,13,6,21,22,31,27
51155210101,"Census Tract 2101.01, Pulaski County","Virginia","Pulaski County",3,3,0,0,2609,2189,254,166,1982,84167,7,0,1,0,3,87,0,1,6,19,26,48
51155210102,"Census Tract 2101.02, Pulaski County","Virginia","Pulaski County",3,2,0,0,2242,1972,185,85,1150,83279,1,0,1,0,5,93,0,1,4,33,45,18
51155210201,"Census Tract 2102.01, Pulaski County","Virginia","Pulaski County",3,3,0,0,2009,1669,178,162,1881,57896,2,0,2,0,2,90,5,0,6,40,38,17
51155210202,"Census Tract 2102.02, Pulaski County","Virginia","Pulaski County",3,2,0,0,2251,1798,225,228,1647,80109,1,0,0,0,0,97,1,0,5,42,35,17
51155210300,"Census Tract 2103, Pulaski County","Virginia","Pulaski County",4,3,0,1,2403,1630,234,539,1733,64523,5,0,1,2,1,88,2,1,11,34,41,14
51155210401,"Census Tract 2104.01, Pulaski County","Virginia","Pulaski County",4,2,1,1,2619,1734,437,448,1072,71380,15,0,0,0,0,77,8,0,23,24,39,13
51155210402,"Census Tract 2104.02, Pulaski County","Virginia","Pulaski County",2,2,0,0,2367,2032,198,137,1026,95941,9,0,0,0,0,89,2,1,6,28,54,13
51155210500,"Census Tract 2105, Pulaski County","Virginia","Pulaski County",3,2,0,0,2433,1904,271,258,899,85390,0,0,0,0,0,97,3,0,14,26,28,33
51155210600,"Census Tract 2106, Pulaski County","Virginia","Pulaski County",3,2,0,0,2527,2161,219,147,1458,88747,8,0,0,0,0,89,2,1,1,33,26,39
51155210700,"Census Tract 2107, Pulaski County","Virginia","Pulaski County",3,2,0,0,1978,1608,220,150,1607,69937,4,0,0,0,1,93,2,1,10,32,49,10
51157950100,"Census Tract 9501, Rappahannock County","Virginia","Rappahannock County",3,2,0,1,3180,2065,506,609,1113,103217,5,0,0,0,1,87,2,4,16,27,20,38
51157950200,"Census Tract 9502, Rappahannock County","Virginia","Rappahannock County",2,1,1,0,3226,1983,775,468,1710,144812,4,0,0,0,0,87,4,5,4,24,27,44
51159040100,"Census Tract 401, Richmond County","Virginia","Richmond County",4,3,0,1,2857,2084,354,419,1904,81248,27,0,0,0,0,59,10,2,20,28,28,24
51159040200,"Census Tract 402, Richmond County","Virginia","Richmond County",3,2,0,1,2967,1993,304,670,930,96026,27,0,0,0,0,62,5,5,20,41,20,19
51161030100,"Census Tract 301, Roanoke County","Virginia","Roanoke County",3,2,0,1,2888,2035,384,469,1501,91477,3,0,2,1,2,89,0,2,12,33,18,37
51161030201,"Census Tract 302.01, Roanoke County","Virginia","Roanoke County",2,2,1,0,2186,1573,582,31,1909,99439,23,0,2,1,1,66,8,0,3,23,32,41
51161030203,"Census Tract 302.03, Roanoke County","Virginia","Roanoke County",2,1,0,0,2275,1597,587,91,1510,118195,9,0,1,0,1,84,3,2,3,16,38,43
51161030205,"Census Tract 302.05, Roanoke County","Virginia","Roanoke County",2,1,0,0,2219,1520,474,225,2078,104878,11,0,4,0,2,79,2,2,2,25,37,36
51161030206,"Census Tract 302.06, Roanoke County","Virginia","Roanoke County",3,2,1,0,1947,1338,490,119,2002,62707,8,0,4,0,6,76,7,0,6,41,33,20
51161030207,"Census Tract 302.07, Roanoke County","Virginia","Roanoke County",2,2,1,0,1889,1327,442,120,1032,79762,21,0,0,0,3,66,7,2,11,20,43,26
51161030300,"Census Tract 303, Roanoke County","Virginia","Roanoke County",2,2,0,0,2402,1685,442,275,2960,108667,4,0,0,0,2,89,3,2,2,31,40,27
51161030501,"Census Tract 305.01, Roanoke County","Virginia","Roanoke County",2,2,0,0,2812,1981,549,282,387,125363,6,0,0,0,1,88,3,0,17,18,33,33
51161030502,"Census Tract 305.02, Roanoke County","Virginia","Roanoke County",2,1,1,0,2477,1604,648,225,1096,127710,0,0,3,0,0,94,3,0,1,23,22,54
51161030601,"Census Tract 306.01, Roanoke County","Virginia","Roanoke County",2,1,0,0,2652,1974,488,190,1917,159456,1,0,9,0,0,87,2,0,5,16,25,53
51161030602,"Census Tract 306.02, Roanoke County","Virginia","Roanoke County",2,1,0,0,2577,1840,507,230,918,149620,0,0,3,0,1,89,3,5,3,18,9,70
51161030701,"Census Tract 307.01, Roanoke County","Virginia","Roanoke County",2,1,1,0,2371,1638,671,62,2621,118720,6,0,9,0,1,82,1,0,2,15,21,62
51161030702,"Census Tract 307.02, Roanoke County","Virginia","Roanoke County",2,2,1,0,1938,1435,467,36,2304,92450,6,0,3,0,6,83,3,0,4,18,41,37
51161030802,"Census Tract 308.02, Roanoke County","Virginia","Roanoke County",2,1,1,0,2204,1514,601,89,1922,101555,4,5,0,0,0,88,2,0,6,23,23,48
51161030803,"Census Tract 308.03, Roanoke County","Virginia","Roanoke County",2,1,0,0,1639,1255,338,46,1669,105282,3,0,18,0,3,66,7,1,3,19,29,49
51161030804,"Census Tract 308.04, Roanoke County","Virginia","Roanoke County",2,2,0,0,1974,1421,390,163,789,86679,3,2,9,0,0,84,2,0,4,6,38,53
51161030900,"Census Tract 309, Roanoke County","Virginia","Roanoke County",2,1,0,0,2152,1619,463,70,2893,126267,7,0,3,0,0,86,3,1,5,21,27,47
51161031000,"Census Tract 310, Roanoke County","Virginia","Roanoke County",3,2,0,1,2864,1982,289,593,1488,83958,2,0,3,0,0,92,3,0,14,42,24,20
51161031101,"Census Tract 311.01, Roanoke County","Virginia","Roanoke County",2,2,0,0,2026,1480,452,94,2023,94479,2,0,1,0,2,89,3,2,21,31,29,19
51161031102,"Census Tract 311.02, Roanoke County","Virginia","Roanoke County",2,2,1,0,2132,1418,624,90,1663,86021,5,1,0,0,2,91,2,0,7,39,40,14
51161031201,"Census Tract 312.01, Roanoke County","Virginia","Roanoke County",2,2,1,0,2242,1615,546,81,2074,96012,4,0,2,0,1,90,3,0,4,26,28,42
51161031202,"Census Tract 312.02, Roanoke County","Virginia","Roanoke County",2,1,0,0,2196,1611,528,57,2400,116190,4,0,2,0,0,87,6,0,9,13,19,58
51163930101,"Census Tract 9301.01, Rockbridge County","Virginia","Rockbridge County",3,3,0,0,2564,1989,313,262,1323,74733,4,0,0,0,1,93,3,0,9,37,22,32
51163930102,"Census Tract 9301.02, Rockbridge County","Virginia","Rockbridge County",4,2,1,1,3319,2024,622,673,1900,89781,0,0,0,0,1,91,3,5,7,33,32,29
51163930200,"Census Tract 9302, Rockbridge County","Virginia","Rockbridge County",4,2,1,1,3115,2059,533,523,1940,85418,4,0,0,0,0,94,1,1,14,30,26,30
51163930301,"Census Tract 9303.01, Rockbridge County","Virginia","Rockbridge County",4,3,1,1,3179,1950,559,670,1116,71654,0,0,0,0,0,100,0,0,15,23,39,23
51163930302,"Census Tract 9303.02, Rockbridge County","Virginia","Rockbridge County",3,2,1,0,3024,1864,651,509,1506,105314,1,0,4,0,1,93,1,0,4,19,30,47
51163930400,"Census Tract 9304, Rockbridge County","Virginia","Rockbridge County",3,2,1,1,2756,1797,497,462,1583,80898,15,0,0,0,2,79,4,1,10,43,29,18
51165010100,"Census Tract 101, Rockingham County","Virginia","Rockingham County",3,2,0,1,2478,1738,356,384,1326,73731,1,0,1,0,2,89,4,2,15,42,36,8
51165010200,"Census Tract 102, Rockingham County","Virginia","Rockingham County",3,2,0,1,2722,1882,297,543,1487,81745,2,0,0,0,0,96,1,0,11,42,33,14
51165010301,"Census Tract 103.01, Rockingham County","Virginia","Rockingham County",3,2,0,1,2777,1778,382,617,829,80011,9,0,0,0,6,81,2,3,11,41,29,18
51165010302,"Census Tract 103.02, Rockingham County","Virginia","Rockingham County",2,1,0,0,2779,1897,510,372,1247,131854,4,0,0,0,2,84,10,0,3,19,33,45
51165010400,"Census Tract 104, Rockingham County","Virginia","Rockingham County",3,2,0,1,2881,1874,284,723,952,84287,0,0,0,0,2,91,6,1,21,47,16,17
51165010500,"Census Tract 105, Rockingham County","Virginia","Rockingham County",4,3,1,1,2699,1819,351,529,1007,70084,3,0,4,0,8,56,21,9,16,43,18,23
51165010600,"Census Tract 106, Rockingham County","Virginia","Rockingham County",3,2,0,1,2929,1816,442,671,1233,96262,2,0,0,0,2,93,3,0,7,40,16,37
51165010700,"Census Tract 107, Rockingham County","Virginia","Rockingham County",3,2,0,1,2870,1874,470,526,1346,102157,1,0,1,0,0,95,1,2,8,38,25,29
51165010801,"Census Tract 108.01, Rockingham County","Virginia","Rockingham County",2,2,0,0,2238,1583,354,301,1587,90970,0,0,0,0,4,88,5,3,10,37,29,23
51165010802,"Census Tract 108.02, Rockingham County","Virginia","Rockingham County",3,2,1,0,2380,1686,381,313,1183,71905,1,0,0,0,5,88,4,2,18,33,32,17
51165010900,"Census Tract 109, Rockingham County","Virginia","Rockingham County",3,2,1,1,2941,1809,579,553,932,95487,1,0,0,0,5,92,1,1,17,40,27,16
51165011000,"Census Tract 110, Rockingham County","Virginia","Rockingham County",4,2,1,1,2858,1715,422,721,1219,72724,0,0,0,0,0,95,4,0,22,45,13,20
51165011100,"Census Tract 111, Rockingham County","Virginia","Rockingham County",4,2,0,1,3104,1858,413,833,1193,84739,3,0,0,0,1,90,7,0,15,43,20,23
51165011200,"Census Tract 112, Rockingham County","Virginia","Rockingham County",3,2,1,1,3077,1856,509,712,1785,92787,2,0,1,0,0,92,4,1,27,36,26,11
51165011400,"Census Tract 114, Rockingham County","Virginia","Rockingham County",2,1,0,0,2570,1621,424,525,2034,110753,7,0,0,0,6,74,10,2,13,25,18,43
51165011500,"Census Tract 115, Rockingham County","Virginia","Rockingham County",2,2,0,0,2092,1587,257,248,2340,91242,3,0,0,0,3,88,2,4,3,16,30,52
51165011600,"Census Tract 116, Rockingham County","Virginia","Rockingham County",2,2,0,0,2746,1924,401,421,836,123048,1,0,1,0,0,94,3,2,14,27,24,36
51165011700,"Census Tract 117, Rockingham County","Virginia","Rockingham County",2,2,0,0,1822,1477,166,179,1965,83065,6,0,2,0,5,80,4,3,4,30,28,38
51165011801,"Census Tract 118.01, Rockingham County","Virginia","Rockingham County",3,2,0,1,2927,1805,489,633,1033,108403,2,0,5,0,3,90,1,0,8,35,16,41
51165011802,"Census Tract 118.02, Rockingham County","Virginia","Rockingham County",2,1,0,0,2240,1700,408,132,2595,129517,2,0,3,0,1,87,4,0,0,17,21,62
51165011900,"Census Tract 119, Rockingham County","Virginia","Rockingham County",2,2,0,0,2720,1887,368,465,1239,113559,2,0,0,0,9,80,9,0,7,22,25,46
51165012000,"Census Tract 120, Rockingham County","Virginia","Rockingham County",3,2,0,1,2757,1781,329,647,2244,92502,2,1,0,0,6,86,5,0,9,36,33,23
51167030100,"Census Tract 301, Russell County","Virginia","Russell County",4,3,1,0,2438,1937,343,158,1664,62301,1,0,0,0,2,97,0,0,28,34,32,7
51167030201,"Census Tract 302.01, Russell County","Virginia","Russell County",6,5,0,0,2355,2052,160,143,964,40178,5,2,0,0,0,91,2,0,23,44,29,3
51167030202,"Census Tract 302.02, Russell County","Virginia","Russell County",3,2,0,0,2318,1938,277,103,1167,79596,1,0,0,0,0,98,1,0,15,32,42,11
51167030300,"Census Tract 303, Russell County","Virginia","Russell County",5,4,1,1,2676,1947,317,412,1496,55001,0,0,0,0,0,98,2,0,15,40,35,10
51167030402,"Census Tract 304.02, Russell County","Virginia","Russell County",3,3,0,0,2330,2057,214,59,1077,75092,1,0,0,3,0,95,1,0,17,21,45,17
51167030403,"Census Tract 304.03, Russell County","Virginia","Russell County",3,3,0,0,2202,1755,239,208,1263,67590,2,0,0,0,0,97,0,0,14,43,20,24
51167030404,"Census Tract 304.04, Russell County","Virginia","Russell County",4,4,0,0,2253,1969,147,137,725,50492,7,0,0,0,0,92,0,0,8,51,24,18
51167030500,"Census Tract 305, Russell County","Virginia","Russell County",5,4,1,0,2377,1923,295,159,675,51852,0,0,0,0,0,99,0,0,19,37,30,14
51167030600,"Census Tract 306, Russell County","Virginia","Russell County",4,4,1,0,2528,2048,326,154,1407,58491,3,0,0,0,0,95,2,0,14,37,33,16
51169030100,"Census Tract 301, Scott County","Virginia","Scott County",3,3,0,0,2356,1948,284,124,1335,68906,1,0,0,0,0,97,1,0,11,24,43,22
51169030200,"Census Tract 302, Scott County","Virginia","Scott County",4,3,1,0,2104,1597,325,182,1399,58055,2,1,0,0,3,93,1,0,25,32,32,11
51169030300,"Census Tract 303, Scott County","Virginia","Scott County",5,4,1,0,2410,1877,358,175,1351,50988,0,0,0,0,1,97,2,0,26,34,28,12
51169030400,"Census Tract 304, Scott County","Virginia","Scott County",4,3,1,0,2552,1964,368,220,1528,63433,0,0,0,0,0,99,1,0,16,41,29,14
51169030500,"Census Tract 305, Scott County","Virginia","Scott County",4,3,0,0,2476,1993,246,237,1638,64853,2,0,0,0,1,96,2,0,16,37,35,12
51169030600,"Census Tract 306, Scott County","Virginia","Scott County",4,4,0,0,2397,2030,261,106,1587,56659,1,0,0,1,1,95,2,0,14,42,33,11
51171040101,"Census Tract 401.01, Shenandoah County","Virginia","Shenandoah County",3,2,1,0,2650,1866,440,344,1366,76069,3,0,5,0,3,83,5,1,2,41,32,24
51171040102,"Census Tract 401.02, Shenandoah County","Virginia","Shenandoah County",3,2,0,0,2425,1753,316,356,2417,74604,5,0,1,0,1,85,8,1,7,30,45,18
51171040201,"Census Tract 402.01, Shenandoah County","Virginia","Shenandoah County",3,2,1,0,3234,1896,860,478,1149,97127,2,0,0,0,0,93,5,0,4,34,32,30
51171040202,"Census Tract 402.02, Shenandoah County","Virginia","Shenandoah County",4,2,1,1,3247,1937,652,658,1446,84260,0,0,1,0,1,95,2,0,5,43,34,18
51171040300,"Census Tract 403, Shenandoah County","Virginia","Shenandoah County",4,2,1,1,3167,1961,657,549,1451,86459,1,0,0,0,1,95,4,0,13,48,16,23
51171040400,"Census Tract 404, Shenandoah County","Virginia","Shenandoah County",3,2,0,1,3275,2144,555,576,960,114404,0,0,0,0,2,95,2,1,11,28,30,31
51171040501,"Census Tract 405.01, Shenandoah County","Virginia","Shenandoah County",3,2,0,1,2522,1745,345,432,2466,78434,5,0,4,0,4,73,10,5,11,36,24,29
51171040502,"Census Tract 405.02, Shenandoah County","Virginia","Shenandoah County",4,3,1,1,2776,1881,465,430,926,64562,5,0,0,0,12,71,10,2,11,22,43,24
51171040600,"Census Tract 406, Shenandoah County","Virginia","Shenandoah County",3,2,1,1,2959,1848,473,638,1630,89126,2,0,0,0,1,88,7,1,8,42,22,28
51171040700,"Census Tract 407, Shenandoah County","Virginia","Shenandoah County",4,3,0,1,2747,1901,373,473,1604,75084,2,1,0,0,9,78,6,3,14,47,22,17
51171040800,"Census Tract 408, Shenandoah County","Virginia","Shenandoah County",3,2,0,1,2492,1680,342,470,2127,78524,3,0,0,0,2,93,1,1,8,43,30,20
51173030100,"Census Tract 301, Smyth County","Virginia","Smyth County",4,3,0,1,2502,1777,160,565,1194,56058,0,0,0,0,11,87,1,1,15,45,30,9
51173030200,"Census Tract 302, Smyth County","Virginia","Smyth County",4,3,0,1,2369,1760,224,385,1863,56280,0,0,0,0,0,100,0,0,19,41,19,21
51173030301,"Census Tract 303.01, Smyth County","Virginia","Smyth County",4,3,0,1,2267,1651,170,446,1128,56311,2,0,0,0,1,97,0,0,9,34,37,20
51173030302,"Census Tract 303.02, Smyth County","Virginia","Smyth County",3,2,0,0,2024,1614,150,260,1850,67347,3,0,0,0,0,94,3,0,14,30,33,24
51173030400,"Census Tract 304, Smyth County","Virginia","Smyth County",3,3,0,1,2293,1715,235,343,804,67795,1,0,5,0,0,90,3,1,12,41,38,9
51173030500,"Census Tract 305, Smyth County","Virginia","Smyth County",4,3,0,1,2355,1800,225,330,926,56226,7,0,0,0,1,90,3,0,12,36,34,17
51173030600,"Census Tract 306, Smyth County","Virginia","Smyth County",4,3,0,1,2296,1747,143,406,1182,63354,0,0,0,0,4,93,3,1,17,47,25,11
51173030701,"Census Tract 307.01, Smyth County","Virginia","Smyth County",4,3,0,1,2299,1787,159,353,2000,60479,2,0,0,0,0,93,4,0,12,38,32,18
51173030702,"Census Tract 307.02, Smyth County","Virginia","Smyth County",4,3,0,1,2482,1806,246,430,1704,61370,2,1,0,0,0,97,1,0,14,42,31,13
51175200100,"Census Tract 2001, Southampton County","Virginia","Southampton County",4,3,1,1,3212,2179,504,529,1838,84900,18,0,1,0,0,75,4,2,16,28,33,23
51175200200,"Census Tract 2002, Southampton County","Virginia","Southampton County",3,2,1,0,3297,2367,547,383,1090,99504,33,0,0,0,4,55,8,0,15,18,47,19
51175200401,"Census Tract 2004.01, Southampton County","Virginia","Southampton County",4,3,0,1,3508,2605,318,585,1436,92325,24,0,0,0,1,65,10,0,2,36,50,13
51175200402,"Census Tract 2004.02, Southampton County","Virginia","Southampton County",4,3,0,1,3168,2197,335,636,1086,79560,32,0,0,0,0,66,2,0,15,24,34,27
51175200500,"Census Tract 2005, Southampton County","Virginia","Southampton County",4,3,1,1,3507,2193,475,839,1391,80258,45,0,0,0,0,45,10,0,9,30,38,23
51177020104,"Census Tract 201.04, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,3334,2158,943,233,1557,153440,8,0,1,0,4,73,8,6,3,24,28,44
51177020105,"Census Tract 201.05, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,3389,2258,972,159,790,164237,1,0,1,0,2,90,6,1,4,16,37,43
51177020106,"Census Tract 201.06, Spotsylvania County","Virginia","Spotsylvania County",2,2,1,0,3105,2133,933,39,2745,132545,26,0,6,0,4,59,3,3,8,17,29,47
51177020107,"Census Tract 201.07, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,3123,1910,1200,13,757,161339,23,1,3,0,3,64,6,0,4,18,19,59
51177020108,"Census Tract 201.08, Spotsylvania County","Virginia","Spotsylvania County",3,2,1,0,2531,1796,676,59,1690,85361,21,0,7,0,9,48,13,1,14,16,35,36
51177020109,"Census Tract 201.09, Spotsylvania County","Virginia","Spotsylvania County",2,2,0,0,2490,1985,475,30,1436,120520,13,0,0,0,0,72,2,11,6,25,38,31
51177020110,"Census Tract 201.10, Spotsylvania County","Virginia","Spotsylvania County",3,2,0,0,2565,2081,464,20,1262,101970,12,0,3,0,3,59,6,18,10,39,27,23
51177020111,"Census Tract 201.11, Spotsylvania County","Virginia","Spotsylvania County",2,2,1,0,2939,2125,789,25,683,130194,24,0,3,0,9,48,6,11,1,25,29,45
51177020112,"Census Tract 201.12, Spotsylvania County","Virginia","Spotsylvania County",2,2,1,0,3013,2090,898,25,885,128232,18,0,4,0,3,56,16,3,3,26,30,41
51177020113,"Census Tract 201.13, Spotsylvania County","Virginia","Spotsylvania County",2,2,0,0,2988,2262,609,117,1337,139485,15,0,1,0,1,76,5,3,7,15,41,38
51177020114,"Census Tract 201.14, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2846,1841,984,21,1991,127635,19,0,4,0,3,59,12,3,5,14,35,46
51177020201,"Census Tract 202.01, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2697,1840,676,181,2843,127840,26,0,0,0,2,65,5,2,7,24,31,37
51177020202,"Census Tract 202.02, Spotsylvania County","Virginia","Spotsylvania County",3,2,1,0,2613,1780,719,114,2050,102962,21,0,4,0,3,52,9,11,15,25,28,32
51177020203,"Census Tract 202.03, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2768,1816,913,39,1785,143665,17,0,6,0,4,53,14,6,2,8,34,56
51177020204,"Census Tract 202.04, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2626,1734,864,28,1744,129156,9,3,2,0,0,69,3,14,11,18,24,47
51177020206,"Census Tract 202.06, Spotsylvania County","Virginia","Spotsylvania County",2,1,0,0,2126,1517,521,88,1963,111461,12,1,4,0,4,62,8,8,4,18,29,49
51177020207,"Census Tract 202.07, Spotsylvania County","Virginia","Spotsylvania County",3,2,0,0,2869,2278,504,87,488,110744,24,0,0,0,2,69,6,0,1,29,37,33
51177020304,"Census Tract 203.04, Spotsylvania County","Virginia","Spotsylvania County",3,2,1,0,2546,1760,710,76,1900,99657,14,0,4,0,1,66,10,4,7,24,29,40
51177020305,"Census Tract 203.05, Spotsylvania County","Virginia","Spotsylvania County",2,2,0,0,2032,1724,258,50,1343,104351,14,0,0,0,11,61,9,4,11,10,31,48
51177020307,"Census Tract 203.07, Spotsylvania County","Virginia","Spotsylvania County",2,2,0,0,2702,2171,507,24,1157,110302,18,0,4,0,3,50,6,18,12,33,21,34
51177020308,"Census Tract 203.08, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2858,1896,905,57,1165,129818,15,0,1,0,2,66,4,12,10,24,25,41
51177020309,"Census Tract 203.09, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2587,1638,931,18,2078,122005,26,0,3,0,2,57,9,2,7,13,36,44
51177020311,"Census Tract 203.11, Spotsylvania County","Virginia","Spotsylvania County",3,2,0,0,2516,1980,425,111,2142,93924,17,0,1,0,3,66,4,8,10,42,31,17
51177020312,"Census Tract 203.12, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2922,1809,1086,27,2308,125926,28,0,7,0,6,53,5,2,6,23,25,46
51177020313,"Census Tract 203.13, Spotsylvania County","Virginia","Spotsylvania County",4,3,1,0,1440,1004,436,0,363,39736,56,0,4,0,1,39,1,0,5,53,19,23
51177020314,"Census Tract 203.14, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,2726,1855,851,20,474,151843,24,0,7,0,16,39,12,1,14,21,28,37
51177020315,"Census Tract 203.15, Spotsylvania County","Virginia","Spotsylvania County",2,1,0,0,3569,2123,729,717,194,165151,33,0,1,7,0,48,10,0,0,18,43,40
51177020316,"Census Tract 203.16, Spotsylvania County","Virginia","Spotsylvania County",2,1,0,0,2958,2139,696,123,1810,143345,17,0,2,0,3,66,10,2,4,26,32,38
51177020403,"Census Tract 204.03, Spotsylvania County","Virginia","Spotsylvania County",3,2,0,0,2910,2141,537,232,1328,115128,7,0,3,0,1,79,5,5,12,32,35,20
51177020404,"Census Tract 204.04, Spotsylvania County","Virginia","Spotsylvania County",2,2,0,0,2781,2136,485,160,1403,123219,21,0,0,0,1,69,9,0,11,24,26,39
51177020405,"Census Tract 204.05, Spotsylvania County","Virginia","Spotsylvania County",3,2,1,0,3103,2097,772,234,1363,112299,2,0,0,0,0,93,4,1,11,30,34,25
51177020406,"Census Tract 204.06, Spotsylvania County","Virginia","Spotsylvania County",3,2,1,0,3049,2099,630,320,1228,105116,8,1,0,0,2,86,2,0,8,39,32,21
51177020407,"Census Tract 204.07, Spotsylvania County","Virginia","Spotsylvania County",2,1,1,0,3472,2251,1093,128,2162,176356,6,0,2,0,7,79,3,3,8,21,26,46
51177020408,"Census Tract 204.08, Spotsylvania County","Virginia","Spotsylvania County",2,2,0,0,2625,2172,403,50,1030,134602,10,0,1,0,2,79,6,2,4,18,39,39
51179010103,"Census Tract 101.03, Stafford County","Virginia","Stafford County",2,1,0,0,2391,1916,454,21,1756,144051,35,0,5,0,2,46,7,5,2,6,30,62
51179010105,"Census Tract 101.05, Stafford County","Virginia","Stafford County",2,1,0,0,3026,2123,749,154,2478,165686,24,0,4,0,3,44,15,10,8,16,26,51
51179010106,"Census Tract 101.06, Stafford County","Virginia","Stafford County",2,1,0,0,3287,2042,781,464,1280,177684,10,0,3,0,2,74,8,3,5,15,24,56
51179010107,"Census Tract 101.07, Stafford County","Virginia","Stafford County",2,2,0,0,2844,2303,326,215,1201,141264,16,0,2,0,4,55,8,15,5,23,25,48
51179010108,"Census Tract 101.08, Stafford County","Virginia","Stafford County",2,1,0,0,3068,2178,704,186,1859,159505,22,0,5,0,4,44,8,17,11,19,25,44
51179010201,"Census Tract 102.01, Stafford County","Virginia","Stafford County",11,11,0,0,1004,1004,0,0,8,9047,0,0,0,0,0,0,0,100,100,0,0,0
51179010202,"Census Tract 102.02, Stafford County","Virginia","Stafford County",2,1,0,0,3450,2312,613,525,2317,157182,4,0,1,0,2,74,8,11,9,22,28,41
